               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 484,            0.010302,           0.0051372,          0.00097263,             0.99668,                   1,               0.995,             0.96822,           0.0059709,           0.0019524,          0.00027564,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0091612,           0.0047315,          0.00034751,             0.99666,                   1,               0.995,             0.96932,           0.0059199,           0.0019522,            0.000274,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011106,           0.0053423,           0.0015007,             0.99665,                   1,               0.995,             0.96766,           0.0058679,            0.001956,          0.00027288,            0.000397,            0.000397,            0.000397
                 487,              0.0102,           0.0049453,          0.00087961,             0.99665,                   1,               0.995,             0.97107,           0.0058677,           0.0019574,          0.00027125,           0.0003772,           0.0003772,           0.0003772
                 488,            0.011078,           0.0057894,           0.0007458,             0.99669,                   1,               0.995,             0.96451,           0.0059053,           0.0019761,           0.0002687,           0.0003574,           0.0003574,           0.0003574
                 489,             0.01038,           0.0053766,           0.0006865,             0.99663,                   1,               0.995,             0.96682,           0.0059078,           0.0019846,          0.00026736,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010071,           0.0046264,          0.00052778,             0.99667,                   1,               0.995,             0.96996,           0.0059397,           0.0019949,          0.00026605,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010486,           0.0059612,          0.00098411,             0.99667,                   1,               0.995,             0.96764,           0.0059678,           0.0020063,          0.00026637,            0.000298,            0.000298,            0.000298
                 492,            0.010111,           0.0056056,          0.00062393,              0.9967,                   1,               0.995,             0.97366,           0.0059429,           0.0020114,          0.00026504,           0.0002782,           0.0002782,           0.0002782
                 493,            0.009368,           0.0056314,          0.00033796,             0.99662,                   1,               0.995,             0.97403,           0.0059229,            0.002011,           0.0002633,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0098806,           0.0052751,           0.0014997,             0.99666,                   1,               0.995,             0.97584,            0.005902,           0.0020028,          0.00026322,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011287,           0.0052454,          0.00045979,             0.99663,                   1,               0.995,             0.97345,           0.0058763,           0.0019987,          0.00026211,           0.0002188,           0.0002188,           0.0002188
                 496,            0.010323,            0.005998,          0.00062776,             0.99667,                   1,               0.995,             0.97354,           0.0058234,           0.0019884,          0.00026203,            0.000199,            0.000199,            0.000199
                 497,            0.010044,           0.0061505,          0.00077988,             0.99666,                   1,               0.995,             0.97602,           0.0058151,            0.001984,          0.00026084,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0092257,           0.0045837,          0.00040071,             0.99669,                   1,               0.995,              0.9743,           0.0057727,           0.0019772,          0.00025933,           0.0001594,           0.0001594,           0.0001594
                 499,            0.012336,           0.0061075,          0.00070339,             0.99668,                   1,               0.995,             0.97433,           0.0057518,           0.0019736,          0.00025983,           0.0001396,           0.0001396,           0.0001396
